parameterset,datensatz,filter,w,s,norm,ddtw,interval_type,interval_param,functionals,max_landmark_diff,n_landmarks,n_intervals,ref_match_normiert,dmatch_dfit_normiert,overall
0,nanofocus,0,inf,1,euclidean,False,,,,,,,0.454258679093523,0.895072698787291,1.34933137788081
1,nanofocus,0,inf,1.05,euclidean,False,,,,,,,0.994835460975959,0.479569502055347,1.47440496303131
2,nanofocus,0,inf,1.1,euclidean,False,,,,,,,0.994582482764928,0.317394232374561,1.31197671513949
3,nanofocus,0,inf,1.15,euclidean,False,,,,,,,1.00334573772058,0.272279502086517,1.2756252398071
4,nanofocus,0,inf,1.2,euclidean,False,,,,,,,1.00376429998637,0.27133583013385,1.27510013012022
5,nanofocus,0,30,1,euclidean,False,,,,,,,0.454258679093523,0.895072698787291,1.34933137788081
6,nanofocus,0,30,1.05,euclidean,False,,,,,,,0.994835460975959,0.479569502055347,1.47440496303131
7,nanofocus,0,30,1.1,euclidean,False,,,,,,,0.994582482764928,0.317394232374561,1.31197671513949
8,nanofocus,0,30,1.15,euclidean,False,,,,,,,1.00334573772058,0.272279502086517,1.2756252398071
9,nanofocus,0,30,1.2,euclidean,False,,,,,,,1.00376429998637,0.27133583013385,1.27510013012022
10,nanofocus,0,25,1,euclidean,False,,,,,,,0.454258679093523,0.895072698787291,1.34933137788081
11,nanofocus,0,25,1.05,euclidean,False,,,,,,,0.994835460975959,0.479569502055347,1.47440496303131
12,nanofocus,0,25,1.1,euclidean,False,,,,,,,0.994582482764928,0.317394232374561,1.31197671513949
13,nanofocus,0,25,1.15,euclidean,False,,,,,,,1.00334573772058,0.272279502086517,1.2756252398071
14,nanofocus,0,25,1.2,euclidean,False,,,,,,,1.00376429998637,0.27133583013385,1.27510013012022
15,nanofocus,0,20,1,euclidean,False,,,,,,,0.454492355169748,0.894985276035203,1.34947763120495
16,nanofocus,0,20,1.05,euclidean,False,,,,,,,0.994835460975959,0.479569502055347,1.47440496303131
17,nanofocus,0,20,1.1,euclidean,False,,,,,,,0.994582482764928,0.317394232374561,1.31197671513949
18,nanofocus,0,20,1.15,euclidean,False,,,,,,,1.00334573772058,0.272279502086517,1.2756252398071
19,nanofocus,0,20,1.2,euclidean,False,,,,,,,1.00376429998637,0.27133583013385,1.27510013012022
20,nanofocus,0,15,1,euclidean,False,,,,,,,0.457200127079508,0.894704911471091,1.3519050385506
21,nanofocus,0,15,1.05,euclidean,False,,,,,,,0.994835460975959,0.479569502055347,1.47440496303131
22,nanofocus,0,15,1.1,euclidean,False,,,,,,,0.994582482764928,0.317394232374561,1.31197671513949
23,nanofocus,0,15,1.15,euclidean,False,,,,,,,1.00334573772058,0.272279502086517,1.2756252398071
24,nanofocus,0,15,1.2,euclidean,False,,,,,,,1.00376429998637,0.27133583013385,1.27510013012022
25,nanofocus,0,10,1,euclidean,False,,,,,,,0.477418108020107,0.912466875712057,1.38988498373216
26,nanofocus,0,10,1.05,euclidean,False,,,,,,,0.994835460975959,0.479569502055347,1.47440496303131
27,nanofocus,0,10,1.1,euclidean,False,,,,,,,0.994582482764928,0.317394232374561,1.31197671513949
28,nanofocus,0,10,1.15,euclidean,False,,,,,,,1.00334573772058,0.272279502086517,1.2756252398071
29,nanofocus,0,10,1.2,euclidean,False,,,,,,,1.00376429998637,0.27133583013385,1.27510013012022
30,nanofocus,0,5,1,euclidean,False,,,,,,,0.560243440032081,0.913523103445118,1.4737665434772
31,nanofocus,0,5,1.05,euclidean,False,,,,,,,0.994881585290665,0.479020144884651,1.47390173017532
32,nanofocus,0,5,1.1,euclidean,False,,,,,,,0.994664541720163,0.316544954850231,1.31120949657039
33,nanofocus,0,5,1.15,euclidean,False,,,,,,,1.00343311357304,0.271678222415867,1.2751113359889
34,nanofocus,0,5,1.2,euclidean,False,,,,,,,1.00376429998637,0.27133583013385,1.27510013012022
35,nanofocus,0,inf,1,euclidean,True,,,,,,,0.543407953249968,0.967766308941786,1.51117426219175
36,nanofocus,0,inf,1.05,euclidean,True,,,,,,,0.983589812099461,0.478575071190251,1.46216488328971
37,nanofocus,0,inf,1.1,euclidean,True,,,,,,,0.992400836316325,0.332049350022812,1.32445018633914
38,nanofocus,0,inf,1.15,euclidean,True,,,,,,,0.988966150969133,0.308108899690534,1.29707505065967
39,nanofocus,0,inf,1.2,euclidean,True,,,,,,,0.99380290186884,0.22907558637773,1.22287848824657
40,nanofocus,0,30,1,euclidean,True,,,,,,,0.543407953249968,0.967766308941786,1.51117426219175
41,nanofocus,0,30,1.05,euclidean,True,,,,,,,0.983589812099461,0.478575071190251,1.46216488328971
42,nanofocus,0,30,1.1,euclidean,True,,,,,,,0.992400836316325,0.332049350022812,1.32445018633914
43,nanofocus,0,30,1.15,euclidean,True,,,,,,,0.988966150969133,0.308108899690534,1.29707505065967
44,nanofocus,0,30,1.2,euclidean,True,,,,,,,0.99380290186884,0.22907558637773,1.22287848824657
45,nanofocus,0,25,1,euclidean,True,,,,,,,0.543407953249968,0.967766308941786,1.51117426219175
46,nanofocus,0,25,1.05,euclidean,True,,,,,,,0.983589812099461,0.478575071190251,1.46216488328971
47,nanofocus,0,25,1.1,euclidean,True,,,,,,,0.992400836316325,0.332049350022812,1.32445018633914
48,nanofocus,0,25,1.15,euclidean,True,,,,,,,0.988966150969133,0.308108899690534,1.29707505065967
49,nanofocus,0,25,1.2,euclidean,True,,,,,,,0.99380290186884,0.22907558637773,1.22287848824657
50,nanofocus,0,20,1,euclidean,True,,,,,,,0.543626747689485,0.96768313301536,1.51130988070485
51,nanofocus,0,20,1.05,euclidean,True,,,,,,,0.983589812099461,0.478575071190251,1.46216488328971
52,nanofocus,0,20,1.1,euclidean,True,,,,,,,0.992400836316325,0.332049350022812,1.32445018633914
53,nanofocus,0,20,1.15,euclidean,True,,,,,,,0.988966150969133,0.308108899690534,1.29707505065967
54,nanofocus,0,20,1.2,euclidean,True,,,,,,,0.99380290186884,0.22907558637773,1.22287848824657
55,nanofocus,0,15,1,euclidean,True,,,,,,,0.546574599275879,0.967458372876618,1.5140329721525
56,nanofocus,0,15,1.05,euclidean,True,,,,,,,0.983589812099461,0.478575071190251,1.46216488328971
57,nanofocus,0,15,1.1,euclidean,True,,,,,,,0.992400836316325,0.332049350022812,1.32445018633914
58,nanofocus,0,15,1.15,euclidean,True,,,,,,,0.988966150969133,0.308108899690534,1.29707505065967
59,nanofocus,0,15,1.2,euclidean,True,,,,,,,0.99380290186884,0.22907558637773,1.22287848824657
60,nanofocus,0,10,1,euclidean,True,,,,,,,0.556755019574952,0.983880061343688,1.54063508091864
61,nanofocus,0,10,1.05,euclidean,True,,,,,,,0.983589812099461,0.478575071190251,1.46216488328971
62,nanofocus,0,10,1.1,euclidean,True,,,,,,,0.992400836316325,0.332049350022812,1.32445018633914
63,nanofocus,0,10,1.15,euclidean,True,,,,,,,0.988966150969133,0.308108899690534,1.29707505065967
64,nanofocus,0,10,1.2,euclidean,True,,,,,,,0.99380290186884,0.22907558637773,1.22287848824657
65,nanofocus,0,5,1,euclidean,True,,,,,,,0.607571297242112,0.983710781263539,1.59128207850565
66,nanofocus,0,5,1.05,euclidean,True,,,,,,,0.983724096406355,0.478292273413247,1.4620163698196
67,nanofocus,0,5,1.1,euclidean,True,,,,,,,0.992400836316325,0.332049350022812,1.32445018633914
68,nanofocus,0,5,1.15,euclidean,True,,,,,,,0.988966150969133,0.308108899690534,1.29707505065967
69,nanofocus,0,5,1.2,euclidean,True,,,,,,,0.99380290186884,0.22907558637773,1.22287848824657
70,nanofocus,0,,,,,uniform,100,max,None,99,100,1.08036711011719,0.395307932990843,1.47567504310804
71,nanofocus,0,,,,,uniform,100,max,20,99,100,1.08036711011719,0.395307932990843,1.47567504310804
72,nanofocus,0,,,,,uniform,100,max,10,89,100,1.04398637617666,0.367943210790481,1.41192958696714
73,nanofocus,0,,,,,uniform,100,max,5,77,100,1.00183876245987,0.284370240839143,1.28620900329902
74,nanofocus,0,,,,,uniform,100,min,None,99,100,1.36870946421447,0.76700992268557,2.13571938690004
75,nanofocus,0,,,,,uniform,100,min,20,99,100,1.36870946421447,0.76700992268557,2.13571938690004
76,nanofocus,0,,,,,uniform,100,min,10,83,100,1.09552632738254,0.724145276415759,1.8196716037983
77,nanofocus,0,,,,,uniform,100,min,5,77,100,1.07381855234488,0.693243620530916,1.76706217287579
78,nanofocus,0,,,,,uniform,100,max_min,None,180,100,1.05871769836601,0.632170273891775,1.69088797225778
79,nanofocus,0,,,,,uniform,100,max_min,20,180,100,1.05871769836601,0.632170273891775,1.69088797225778
80,nanofocus,0,,,,,uniform,100,max_min,10,172,100,1.05157184333185,0.62326176019999,1.67483360353185
81,nanofocus,0,,,,,uniform,100,max_min,5,154,100,1.03681156965495,0.590853688045445,1.62766525770039
82,nanofocus,0,,,,,uniform,300,max,None,299,300,1.11767205599501,0.49067090755432,1.60834296354933
83,nanofocus,0,,,,,uniform,300,max,20,299,300,1.11767205599501,0.49067090755432,1.60834296354933
84,nanofocus,0,,,,,uniform,300,max,10,299,300,1.11767205599501,0.49067090755432,1.60834296354933
85,nanofocus,0,,,,,uniform,300,max,5,279,300,1.02145527295558,0.395448706297146,1.41690397925273
86,nanofocus,0,,,,,uniform,300,min,None,299,300,1.06525381698478,0.480665226076603,1.54591904306139
87,nanofocus,0,,,,,uniform,300,min,20,299,300,1.06525381698478,0.480665226076603,1.54591904306139
88,nanofocus,0,,,,,uniform,300,min,10,299,300,1.06525381698478,0.480665226076603,1.54591904306139
89,nanofocus,0,,,,,uniform,300,min,5,270,300,1.00081654276065,0.41636185667834,1.41717839943899
90,nanofocus,0,,,,,uniform,300,max_min,None,524,300,0.953538230739864,0.367464100453273,1.32100233119314
91,nanofocus,0,,,,,uniform,300,max_min,20,524,300,0.953538230739864,0.367464100453273,1.32100233119314
92,nanofocus,0,,,,,uniform,300,max_min,10,524,300,0.953538230739864,0.367464100453273,1.32100233119314
93,nanofocus,0,,,,,uniform,300,max_min,5,520,300,0.95346708222254,0.363286318024926,1.31675340024747
94,nanofocus,0,,,,,uniform,500,max,None,499,500,1.05390169174979,0.396961030446134,1.45086272219592
95,nanofocus,0,,,,,uniform,500,max,20,499,500,1.05390169174979,0.396961030446134,1.45086272219592
96,nanofocus,0,,,,,uniform,500,max,10,499,500,1.05390169174979,0.396961030446134,1.45086272219592
97,nanofocus,0,,,,,uniform,500,max,5,499,500,1.05390169174979,0.396961030446134,1.45086272219592
98,nanofocus,0,,,,,uniform,500,min,None,499,500,1.0261821634395,0.33897406813608,1.36515623157558
99,nanofocus,0,,,,,uniform,500,min,20,499,500,1.0261821634395,0.33897406813608,1.36515623157558
100,nanofocus,0,,,,,uniform,500,min,10,499,500,1.0261821634395,0.33897406813608,1.36515623157558
101,nanofocus,0,,,,,uniform,500,min,5,499,500,1.0261821634395,0.33897406813608,1.36515623157558
102,nanofocus,0,,,,,uniform,500,max_min,None,860,500,0.987688843469937,0.255849271103129,1.24353811457307
103,nanofocus,0,,,,,uniform,500,max_min,20,860,500,0.987688843469937,0.255849271103129,1.24353811457307
104,nanofocus,0,,,,,uniform,500,max_min,10,860,500,0.987688843469937,0.255849271103129,1.24353811457307
105,nanofocus,0,,,,,uniform,500,max_min,5,860,500,0.987688843469937,0.255849271103129,1.24353811457307
106,nanofocus,0,,,,,all_minima,ref,max,None,1349,1350,1.00488872768832,0.243853016070083,1.24874174375841
107,nanofocus,0,,,,,all_minima,ref,max,20,1347,1350,1.00488872768832,0.243853016070083,1.24874174375841
108,nanofocus,0,,,,,all_minima,ref,max,10,1310,1350,1.00488872768832,0.243853016070083,1.24874174375841
109,nanofocus,0,,,,,all_minima,ref,max,5,1142,1350,1.00488872768832,0.243853016070083,1.24874174375841
110,nanofocus,0,,,,,all_minima,ref,min,None,1349,1350,1.0049127619699,0.244037609692377,1.24895037166228
111,nanofocus,0,,,,,all_minima,ref,min,20,1349,1350,1.0049127619699,0.244037609692377,1.24895037166228
112,nanofocus,0,,,,,all_minima,ref,min,10,1337,1350,1.0049127619699,0.244037609692377,1.24895037166228
113,nanofocus,0,,,,,all_minima,ref,min,5,1230,1350,1.0049127619699,0.244037609692377,1.24895037166228
114,nanofocus,0,,,,,all_minima,ref,max_min,None,2373,1350,1.00488872768832,0.243853016070083,1.24874174375841
115,nanofocus,0,,,,,all_minima,ref,max_min,20,2373,1350,1.00488872768832,0.243853016070083,1.24874174375841
116,nanofocus,0,,,,,all_minima,ref,max_min,10,2368,1350,1.00488872768832,0.243853016070083,1.24874174375841
117,nanofocus,0,,,,,all_minima,ref,max_min,5,2282,1350,1.00488872768832,0.243853016070083,1.24874174375841
118,nanofocus,0,,,,,all_minima,fit,max,None,584,585,1.01892169324855,0.32608214136533,1.34500383461388
119,nanofocus,0,,,,,all_minima,fit,max,20,563,585,1.01892169324855,0.32608214136533,1.34500383461388
120,nanofocus,0,,,,,all_minima,fit,max,10,493,585,1.01892169324855,0.32608214136533,1.34500383461388
121,nanofocus,0,,,,,all_minima,fit,max,5,455,585,1.01892169324855,0.32608214136533,1.34500383461388
122,nanofocus,0,,,,,all_minima,fit,min,None,584,585,1.00533757546674,0.247263738522674,1.25260131398942
123,nanofocus,0,,,,,all_minima,fit,min,20,571,585,1.00533757546674,0.247263738522674,1.25260131398942
124,nanofocus,0,,,,,all_minima,fit,min,10,545,585,1.00533757546674,0.247263738522674,1.25260131398942
125,nanofocus,0,,,,,all_minima,fit,min,5,477,585,1.00533757546674,0.247263738522674,1.25260131398942
126,nanofocus,0,,,,,all_minima,fit,max_min,None,1062,585,1.00533757546674,0.247263738522674,1.25260131398942
127,nanofocus,0,,,,,all_minima,fit,max_min,20,1058,585,1.00533757546674,0.247263738522674,1.25260131398942
128,nanofocus,0,,,,,all_minima,fit,max_min,10,1019,585,1.00533757546674,0.247263738522674,1.25260131398942
129,nanofocus,0,,,,,all_minima,fit,max_min,5,931,585,1.00533757546674,0.247263738522674,1.25260131398942
130,nanofocus,0,,,,,all_maxima,ref,max,None,1351,1352,0.997236879849088,0.164303186661524,1.16154006651061
131,nanofocus,0,,,,,all_maxima,ref,max,20,1351,1352,0.997236879849088,0.164303186661524,1.16154006651061
132,nanofocus,0,,,,,all_maxima,ref,max,10,1333,1352,0.997236879849088,0.164303186661524,1.16154006651061
133,nanofocus,0,,,,,all_maxima,ref,max,5,1229,1352,0.997236879849088,0.164303186661524,1.16154006651061
134,nanofocus,0,,,,,all_maxima,ref,min,None,1351,1352,1,0,1
135,nanofocus,0,,,,,all_maxima,ref,min,20,1349,1352,1,0,1
136,nanofocus,0,,,,,all_maxima,ref,min,10,1330,1352,1,0,1
137,nanofocus,0,,,,,all_maxima,ref,min,5,1208,1352,1,0,1
138,nanofocus,0,,,,,all_maxima,ref,max_min,None,2446,1352,1,0,1
139,nanofocus,0,,,,,all_maxima,ref,max_min,20,2446,1352,1,0,1
140,nanofocus,0,,,,,all_maxima,ref,max_min,10,2442,1352,1,0,1
141,nanofocus,0,,,,,all_maxima,ref,max_min,5,2357,1352,1,0,1
142,nanofocus,0,,,,,all_maxima,fit,max,None,580,581,1,0,1
143,nanofocus,0,,,,,all_maxima,fit,max,20,576,581,1,0,1
144,nanofocus,0,,,,,all_maxima,fit,max,10,545,581,1,0,1
145,nanofocus,0,,,,,all_maxima,fit,max,5,447,581,1,0,1
146,nanofocus,0,,,,,all_maxima,fit,min,None,580,581,0.995485968189446,0.082798456270444,1.07828442445989
147,nanofocus,0,,,,,all_maxima,fit,min,20,548,581,0.995485968189446,0.082798456270444,1.07828442445989
148,nanofocus,0,,,,,all_maxima,fit,min,10,495,581,0.995485968189446,0.082798456270444,1.07828442445989
149,nanofocus,0,,,,,all_maxima,fit,min,5,455,581,0.995485968189446,0.082798456270444,1.07828442445989
150,nanofocus,0,,,,,all_maxima,fit,max_min,None,1063,581,1,0,1
151,nanofocus,0,,,,,all_maxima,fit,max_min,20,1057,581,1,0,1
152,nanofocus,0,,,,,all_maxima,fit,max_min,10,1022,581,1,0,1
153,nanofocus,0,,,,,all_maxima,fit,max_min,5,901,581,1,0,1
0,nanofocus,0.015,inf,1,euclidean,False,,,,,,,0.344792119704538,1.35306807492918,1.69786019463372
1,nanofocus,0.015,inf,1.05,euclidean,False,,,,,,,0.853633188527136,0.854328452183623,1.70796164071076
2,nanofocus,0.015,inf,1.1,euclidean,False,,,,,,,0.896432353539782,0.665586248047485,1.56201860158727
3,nanofocus,0.015,inf,1.15,euclidean,False,,,,,,,0.913540427203765,0.654354755993279,1.56789518319704
4,nanofocus,0.015,inf,1.2,euclidean,False,,,,,,,0.921226871961376,0.659069321715264,1.58029619367664
5,nanofocus,0.015,30,1,euclidean,False,,,,,,,0.358265763224246,1.35749642488191,1.71576218810615
6,nanofocus,0.015,30,1.05,euclidean,False,,,,,,,0.853633188527136,0.854328452183623,1.70796164071076
7,nanofocus,0.015,30,1.1,euclidean,False,,,,,,,0.896432353539782,0.665586248047485,1.56201860158727
8,nanofocus,0.015,30,1.15,euclidean,False,,,,,,,0.913540427203765,0.654354755993279,1.56789518319704
9,nanofocus,0.015,30,1.2,euclidean,False,,,,,,,0.921226871961376,0.659069321715264,1.58029619367664
10,nanofocus,0.015,25,1,euclidean,False,,,,,,,0.362703214152603,1.35903157362802,1.72173478778063
11,nanofocus,0.015,25,1.05,euclidean,False,,,,,,,0.853633188527136,0.854328452183623,1.70796164071076
12,nanofocus,0.015,25,1.1,euclidean,False,,,,,,,0.896432353539782,0.665586248047485,1.56201860158727
13,nanofocus,0.015,25,1.15,euclidean,False,,,,,,,0.913540427203765,0.654354755993279,1.56789518319704
14,nanofocus,0.015,25,1.2,euclidean,False,,,,,,,0.921226871961376,0.659069321715264,1.58029619367664
15,nanofocus,0.015,20,1,euclidean,False,,,,,,,0.369880564861596,1.35899516717126,1.72887573203285
16,nanofocus,0.015,20,1.05,euclidean,False,,,,,,,0.853633188527136,0.854328452183623,1.70796164071076
17,nanofocus,0.015,20,1.1,euclidean,False,,,,,,,0.896432353539782,0.665586248047485,1.56201860158727
18,nanofocus,0.015,20,1.15,euclidean,False,,,,,,,0.913540427203765,0.654354755993279,1.56789518319704
19,nanofocus,0.015,20,1.2,euclidean,False,,,,,,,0.921226871961376,0.659069321715264,1.58029619367664
20,nanofocus,0.015,15,1,euclidean,False,,,,,,,0.382636130861748,1.36427367203152,1.74690980289327
21,nanofocus,0.015,15,1.05,euclidean,False,,,,,,,0.853633188527136,0.854328452183623,1.70796164071076
22,nanofocus,0.015,15,1.1,euclidean,False,,,,,,,0.896432353539782,0.665586248047485,1.56201860158727
23,nanofocus,0.015,15,1.15,euclidean,False,,,,,,,0.913540427203765,0.654354755993279,1.56789518319704
24,nanofocus,0.015,15,1.2,euclidean,False,,,,,,,0.921226871961376,0.659069321715264,1.58029619367664
25,nanofocus,0.015,10,1,euclidean,False,,,,,,,0.398546757720902,1.36062752951171,1.75917428723261
26,nanofocus,0.015,10,1.05,euclidean,False,,,,,,,0.853633188527136,0.854328452183623,1.70796164071076
27,nanofocus,0.015,10,1.1,euclidean,False,,,,,,,0.896432353539782,0.665586248047485,1.56201860158727
28,nanofocus,0.015,10,1.15,euclidean,False,,,,,,,0.913540427203765,0.654354755993279,1.56789518319704
29,nanofocus,0.015,10,1.2,euclidean,False,,,,,,,0.921226871961376,0.659069321715264,1.58029619367664
30,nanofocus,0.015,5,1,euclidean,False,,,,,,,0.446132681635695,1.29954993657584,1.74568261821153
31,nanofocus,0.015,5,1.05,euclidean,False,,,,,,,0.853799430476655,0.854191316378227,1.70799074685488
32,nanofocus,0.015,5,1.1,euclidean,False,,,,,,,0.896586605842102,0.66579881663942,1.56238542248152
33,nanofocus,0.015,5,1.15,euclidean,False,,,,,,,0.913655803140561,0.654531566809531,1.56818736995009
34,nanofocus,0.015,5,1.2,euclidean,False,,,,,,,0.921226871961376,0.659069321715264,1.58029619367664
35,nanofocus,0.015,inf,1,euclidean,True,,,,,,,0.353892245859577,1.33491201534206,1.68880426120163
36,nanofocus,0.015,inf,1.05,euclidean,True,,,,,,,0.848873719562115,0.826854620779882,1.675728340342
37,nanofocus,0.015,inf,1.1,euclidean,True,,,,,,,0.901352323345896,0.61416121789048,1.51551354123638
38,nanofocus,0.015,inf,1.15,euclidean,True,,,,,,,0.911332195484542,0.610597786506769,1.52192998199131
39,nanofocus,0.015,inf,1.2,euclidean,True,,,,,,,0.911322840444864,0.607793329336741,1.51911616978161
40,nanofocus,0.015,30,1,euclidean,True,,,,,,,0.367066341766434,1.33986163484242,1.70692797660885
41,nanofocus,0.015,30,1.05,euclidean,True,,,,,,,0.848873719562115,0.826854620779882,1.675728340342
42,nanofocus,0.015,30,1.1,euclidean,True,,,,,,,0.901352323345896,0.61416121789048,1.51551354123638
43,nanofocus,0.015,30,1.15,euclidean,True,,,,,,,0.911332195484542,0.610597786506769,1.52192998199131
44,nanofocus,0.015,30,1.2,euclidean,True,,,,,,,0.911322840444864,0.607793329336741,1.51911616978161
45,nanofocus,0.015,25,1,euclidean,True,,,,,,,0.371830886327121,1.34169862274331,1.71352950907043
46,nanofocus,0.015,25,1.05,euclidean,True,,,,,,,0.848873719562115,0.826854620779882,1.675728340342
47,nanofocus,0.015,25,1.1,euclidean,True,,,,,,,0.901352323345896,0.61416121789048,1.51551354123638
48,nanofocus,0.015,25,1.15,euclidean,True,,,,,,,0.911332195484542,0.610597786506769,1.52192998199131
49,nanofocus,0.015,25,1.2,euclidean,True,,,,,,,0.911322840444864,0.607793329336741,1.51911616978161
50,nanofocus,0.015,20,1,euclidean,True,,,,,,,0.378396472798026,1.34276532038722,1.72116179318525
51,nanofocus,0.015,20,1.05,euclidean,True,,,,,,,0.848873719562115,0.826854620779882,1.675728340342
52,nanofocus,0.015,20,1.1,euclidean,True,,,,,,,0.901352323345896,0.61416121789048,1.51551354123638
53,nanofocus,0.015,20,1.15,euclidean,True,,,,,,,0.911332195484542,0.610597786506769,1.52192998199131
54,nanofocus,0.015,20,1.2,euclidean,True,,,,,,,0.911322840444864,0.607793329336741,1.51911616978161
55,nanofocus,0.015,15,1,euclidean,True,,,,,,,0.390856503290835,1.34768348090532,1.73853998419616
56,nanofocus,0.015,15,1.05,euclidean,True,,,,,,,0.848873719562115,0.826854620779882,1.675728340342
57,nanofocus,0.015,15,1.1,euclidean,True,,,,,,,0.901352323345896,0.61416121789048,1.51551354123638
58,nanofocus,0.015,15,1.15,euclidean,True,,,,,,,0.911332195484542,0.610597786506769,1.52192998199131
59,nanofocus,0.015,15,1.2,euclidean,True,,,,,,,0.911322840444864,0.607793329336741,1.51911616978161
60,nanofocus,0.015,10,1,euclidean,True,,,,,,,0.406685197353054,1.34308625996532,1.74977145731837
61,nanofocus,0.015,10,1.05,euclidean,True,,,,,,,0.848873719562115,0.826854620779882,1.675728340342
62,nanofocus,0.015,10,1.1,euclidean,True,,,,,,,0.901352323345896,0.61416121789048,1.51551354123638
63,nanofocus,0.015,10,1.15,euclidean,True,,,,,,,0.911332195484542,0.610597786506769,1.52192998199131
64,nanofocus,0.015,10,1.2,euclidean,True,,,,,,,0.911322840444864,0.607793329336741,1.51911616978161
65,nanofocus,0.015,5,1,euclidean,True,,,,,,,0.452452366753203,1.27870901782881,1.73116138458202
66,nanofocus,0.015,5,1.05,euclidean,True,,,,,,,0.848873719562115,0.826854620779882,1.675728340342
67,nanofocus,0.015,5,1.1,euclidean,True,,,,,,,0.901352323345896,0.61416121789048,1.51551354123638
68,nanofocus,0.015,5,1.15,euclidean,True,,,,,,,0.911332195484542,0.610597786506769,1.52192998199131
69,nanofocus,0.015,5,1.2,euclidean,True,,,,,,,0.911322840444864,0.607793329336741,1.51911616978161
70,nanofocus,0.015,,,,,uniform,100,max,None,99,100,1.1558234900977,0.741428702603144,1.89725219270085
71,nanofocus,0.015,,,,,uniform,100,max,20,99,100,1.1558234900977,0.741428702603144,1.89725219270085
72,nanofocus,0.015,,,,,uniform,100,max,10,92,100,0.998993663140987,0.420059619323887,1.41905328246487
73,nanofocus,0.015,,,,,uniform,100,max,5,90,100,0.998067041999137,0.245896876061987,1.24396391806112
74,nanofocus,0.015,,,,,uniform,100,min,None,99,100,1.33249099035235,0.877028365228761,2.20951935558111
75,nanofocus,0.015,,,,,uniform,100,min,20,99,100,1.33249099035235,0.877028365228761,2.20951935558111
76,nanofocus,0.015,,,,,uniform,100,min,10,92,100,1.01478138760447,0.510884485983782,1.52566587358825
77,nanofocus,0.015,,,,,uniform,100,min,5,86,100,1.00084137706058,0.270002817151462,1.27084419421204
78,nanofocus,0.015,,,,,uniform,100,max_min,None,188,100,0.991353597617884,0.734554192802806,1.72590779042069
79,nanofocus,0.015,,,,,uniform,100,max_min,20,188,100,0.991353597617884,0.734554192802806,1.72590779042069
80,nanofocus,0.015,,,,,uniform,100,max_min,10,184,100,0.978946545328674,0.603521697970465,1.58246824329914
81,nanofocus,0.015,,,,,uniform,100,max_min,5,176,100,0.988784102982057,0.32974779454894,1.318531897531
82,nanofocus,0.015,,,,,uniform,300,max,None,299,300,1.0186085203011,0.35641150785626,1.37502002815737
83,nanofocus,0.015,,,,,uniform,300,max,20,299,300,1.0186085203011,0.35641150785626,1.37502002815737
84,nanofocus,0.015,,,,,uniform,300,max,10,299,300,1.0186085203011,0.35641150785626,1.37502002815737
85,nanofocus,0.015,,,,,uniform,300,max,5,283,300,1.00140003061875,0.252311951683128,1.25371198230188
86,nanofocus,0.015,,,,,uniform,300,min,None,299,300,1.01740072754047,0.365324672398307,1.38272539993878
87,nanofocus,0.015,,,,,uniform,300,min,20,299,300,1.01740072754047,0.365324672398307,1.38272539993878
88,nanofocus,0.015,,,,,uniform,300,min,10,299,300,1.01740072754047,0.365324672398307,1.38272539993878
89,nanofocus,0.015,,,,,uniform,300,min,5,289,300,1.00355723032386,0.278114452361164,1.28167168268502
90,nanofocus,0.015,,,,,uniform,300,max_min,None,569,300,0.99408143446706,0.336316324391269,1.33039775885833
91,nanofocus,0.015,,,,,uniform,300,max_min,20,569,300,0.99408143446706,0.336316324391269,1.33039775885833
92,nanofocus,0.015,,,,,uniform,300,max_min,10,569,300,0.99408143446706,0.336316324391269,1.33039775885833
93,nanofocus,0.015,,,,,uniform,300,max_min,5,564,300,0.993407836714356,0.329646180487885,1.32305401720224
94,nanofocus,0.015,,,,,uniform,500,max,None,499,500,1.00539684329076,0.245404336458438,1.2508011797492
95,nanofocus,0.015,,,,,uniform,500,max,20,499,500,1.00539684329076,0.245404336458438,1.2508011797492
96,nanofocus,0.015,,,,,uniform,500,max,10,499,500,1.00539684329076,0.245404336458438,1.2508011797492
97,nanofocus,0.015,,,,,uniform,500,max,5,499,500,1.00539684329076,0.245404336458438,1.2508011797492
98,nanofocus,0.015,,,,,uniform,500,min,None,499,500,1.00677539994477,0.249347716051178,1.25612311599595
99,nanofocus,0.015,,,,,uniform,500,min,20,499,500,1.00677539994477,0.249347716051178,1.25612311599595
100,nanofocus,0.015,,,,,uniform,500,min,10,499,500,1.00677539994477,0.249347716051178,1.25612311599595
101,nanofocus,0.015,,,,,uniform,500,min,5,499,500,1.00677539994477,0.249347716051178,1.25612311599595
102,nanofocus,0.015,,,,,uniform,500,max_min,None,935,500,0.998262821361442,0.240830549243597,1.23909337060504
103,nanofocus,0.015,,,,,uniform,500,max_min,20,935,500,0.998262821361442,0.240830549243597,1.23909337060504
104,nanofocus,0.015,,,,,uniform,500,max_min,10,935,500,0.998262821361442,0.240830549243597,1.23909337060504
105,nanofocus,0.015,,,,,uniform,500,max_min,5,935,500,0.998262821361442,0.240830549243597,1.23909337060504
106,nanofocus,0.015,,,,,all_minima,ref,max,None,40,41,3.28488108801157,2.19885389695282,5.48373498496439
107,nanofocus,0.015,,,,,all_minima,ref,max,20,36,41,1.05822269342063,0.450735063263985,1.50895775668462
