parameterset,datensatz,filter,w,s,norm,ddtw,interval_type,interval_param,functionals,max_landmark_diff,n_landmarks,n_intervals,ref_match_normiert,dmatch_dfit_normiert,overall
73,zygo,0.015,,,,,uniform,100,max,5,85,100,1.0888506794909205,0.5612997288470349,1.6501504083379555
74,zygo,0.015,,,,,uniform,100,min,None,99,100,1.255725834097465,1.0307262332431022,2.2864520673405675
75,zygo,0.015,,,,,uniform,100,min,20,99,100,1.255725834097465,1.0307262332431022,2.2864520673405675
76,zygo,0.015,,,,,uniform,100,min,10,92,100,1.185134646284401,0.8232377890713439,2.008372435355745
77,zygo,0.015,,,,,uniform,100,min,5,89,100,1.013427223205885,0.4055270632341292,1.4189542864400142
78,zygo,0.015,,,,,uniform,100,max_min,None,185,100,1.036250481460688,0.8647430745992056,1.9009935560598938
79,zygo,0.015,,,,,uniform,100,max_min,20,185,100,1.036250481460688,0.8647430745992056,1.9009935560598938
80,zygo,0.015,,,,,uniform,100,max_min,10,181,100,1.0416593326457073,0.7839251431129506,1.825584475758658
81,zygo,0.015,,,,,uniform,100,max_min,5,174,100,1.0035425016354456,0.4787412014131332,1.4822837030485787
82,zygo,0.015,,,,,uniform,300,max,None,299,300,0.9926599596948579,0.5700030437985547,1.5626630034934126
83,zygo,0.015,,,,,uniform,300,max,20,299,300,0.9926599596948579,0.5700030437985547,1.5626630034934126
84,zygo,0.015,,,,,uniform,300,max,10,299,300,0.9926599596948579,0.5700030437985547,1.5626630034934126
85,zygo,0.015,,,,,uniform,300,max,5,288,300,1.0038725637341972,0.32547946041004244,1.3293520241442396
86,zygo,0.015,,,,,uniform,300,min,None,299,300,1.0217174666430633,0.5362449002835397,1.557962366926603
87,zygo,0.015,,,,,uniform,300,min,20,299,300,1.0217174666430633,0.5362449002835397,1.557962366926603
88,zygo,0.015,,,,,uniform,300,min,10,299,300,1.0217174666430633,0.5362449002835397,1.557962366926603
89,zygo,0.015,,,,,uniform,300,min,5,274,300,1.0050000628628146,0.24100801067069447,1.246008073533509
90,zygo,0.015,,,,,uniform,300,max_min,None,556,300,0.9834220680921961,0.561052689967189,1.5444747580593852
91,zygo,0.015,,,,,uniform,300,max_min,20,556,300,0.9834220680921961,0.561052689967189,1.5444747580593852
92,zygo,0.015,,,,,uniform,300,max_min,10,556,300,0.9834220680921961,0.561052689967189,1.5444747580593852
93,zygo,0.015,,,,,uniform,300,max_min,5,550,300,1.0025846363661464,0.2943041624481919,1.2968887988143383
94,zygo,0.015,,,,,uniform,500,max,None,499,500,0.993518722232915,0.3260944559642992,1.3196131781972142
95,zygo,0.015,,,,,uniform,500,max,20,499,500,0.993518722232915,0.3260944559642992,1.3196131781972142
96,zygo,0.015,,,,,uniform,500,max,10,499,500,0.993518722232915,0.3260944559642992,1.3196131781972142
97,zygo,0.015,,,,,uniform,500,max,5,499,500,0.993518722232915,0.3260944559642992,1.3196131781972142
98,zygo,0.015,,,,,uniform,500,min,None,499,500,1.009933216270028,0.43025489579184883,1.440188112061877
99,zygo,0.015,,,,,uniform,500,min,20,499,500,1.009933216270028,0.43025489579184883,1.440188112061877
100,zygo,0.015,,,,,uniform,500,min,10,499,500,1.009933216270028,0.43025489579184883,1.440188112061877
101,zygo,0.015,,,,,uniform,500,min,5,499,500,1.009933216270028,0.43025489579184883,1.440188112061877
102,zygo,0.015,,,,,uniform,500,max_min,None,927,500,0.9906047473176154,0.35404172099120435,1.3446464683088197
103,zygo,0.015,,,,,uniform,500,max_min,20,927,500,0.9906047473176154,0.35404172099120435,1.3446464683088197
104,zygo,0.015,,,,,uniform,500,max_min,10,927,500,0.9906047473176154,0.35404172099120435,1.3446464683088197
105,zygo,0.015,,,,,uniform,500,max_min,5,927,500,0.9906047473176154,0.35404172099120435,1.3446464683088197
106,zygo,0.015,,,,,all_minima,ref,max,None,47,48,2.1542519814243786,3.9000661017943017,6.05431808321868
107,zygo,0.015,,,,,all_minima,ref,max,20,40,48,1.057014452636745,0.715928861179572,1.772943313816317
108,zygo,0.015,,,,,all_minima,ref,max,10,40,48,1.057014452636745,0.715928861179572,1.772943313816317
109,zygo,0.015,,,,,all_minima,ref,max,5,38,48,1.061007409986752,0.7166841447194469,1.7776915547061987
110,zygo,0.015,,,,,all_minima,ref,min,None,47,48,1.0934689100588255,1.5114153085142663,2.604884218573092
111,zygo,0.015,,,,,all_minima,ref,min,20,45,48,0.9920882898473042,1.4813047322853672,2.4733930221326714
112,zygo,0.015,,,,,all_minima,ref,min,10,43,48,0.9450270732882331,1.4219655419568942,2.3669926152451275
113,zygo,0.015,,,,,all_minima,ref,min,5,38,48,0.9027303937037888,1.028410551439567,1.9311409451433557
114,zygo,0.015,,,,,all_minima,ref,max_min,None,85,48,0.7972988017426262,1.0339172066658175,1.8312160084084437
115,zygo,0.015,,,,,all_minima,ref,max_min,20,85,48,0.7972988017426262,1.0339172066658175,1.8312160084084437
116,zygo,0.015,,,,,all_minima,ref,max_min,10,83,48,0.7780944944859378,1.0201057257807462,1.798200220266684
117,zygo,0.015,,,,,all_minima,ref,max_min,5,76,48,0.9860517975399771,0.44987527379157793,1.435927071331555
118,zygo,0.015,,,,,all_minima,fit,max,None,39,40,1.7607424990605596,1.589261576457371,3.350004075517931
119,zygo,0.015,,,,,all_minima,fit,max,20,35,40,1.655955489431544,1.42729818187601,3.083253671307554
120,zygo,0.015,,,,,all_minima,fit,max,10,35,40,1.655955489431544,1.42729818187601,3.083253671307554
121,zygo,0.015,,,,,all_minima,fit,max,5,33,40,1.6876967527903304,1.4637524110521596,3.15144916384249
122,zygo,0.015,,,,,all_minima,fit,min,None,39,40,1.0872315979046836,1.5236751105595852,2.6109067084642685
123,zygo,0.015,,,,,all_minima,fit,min,20,37,40,1.0729305031558503,1.5452334825804335,2.6181639857362837
124,zygo,0.015,,,,,all_minima,fit,min,10,32,40,0.9886576645921253,1.3982960177198385,2.386953682311964
125,zygo,0.015,,,,,all_minima,fit,min,5,30,40,0.9842977668312457,0.4007979509416745,1.3850957177729202
126,zygo,0.015,,,,,all_minima,fit,max_min,None,73,40,0.997610872342012,1.1463978857541097,2.144008758096122
127,zygo,0.015,,,,,all_minima,fit,max_min,20,72,40,0.991166058429983,1.1168233804849639,2.107989438914947
128,zygo,0.015,,,,,all_minima,fit,max_min,10,67,40,0.980568891001986,1.015065316290475,1.9956342072924609
129,zygo,0.015,,,,,all_minima,fit,max_min,5,63,40,1.2383075772852628,0.8563197900599057,2.0946273673451685
130,zygo,0.015,,,,,all_maxima,ref,max,None,46,47,1.0807453682659245,0.8393604723843205,1.920105840650245
131,zygo,0.015,,,,,all_maxima,ref,max,20,45,47,1.0733153918692144,0.7851846732243105,1.858500065093525
132,zygo,0.015,,,,,all_maxima,ref,max,10,40,47,1.0575966711503564,0.6426746006265952,1.7002712717769515
133,zygo,0.015,,,,,all_maxima,ref,max,5,35,47,1.0326497066625682,0.5410306265344206,1.5736803331969886
134,zygo,0.015,,,,,all_maxima,ref,min,None,46,47,1.1003022757044207,1.553964590470639,2.6542668661750595
135,zygo,0.015,,,,,all_maxima,ref,min,20,46,47,1.1003022757044207,1.553964590470639,2.6542668661750595
136,zygo,0.015,,,,,all_maxima,ref,min,10,44,47,1.1116023061159,1.5333897128328753,2.6449920189487752
137,zygo,0.015,,,,,all_maxima,ref,min,5,43,47,1.017009184133088,0.565326847913209,1.582336032046297
138,zygo,0.015,,,,,all_maxima,ref,max_min,None,90,47,0.8592823927257252,1.1272514793211725,1.9865338720468977
139,zygo,0.015,,,,,all_maxima,ref,max_min,20,90,47,0.8592823927257252,1.1272514793211725,1.9865338720468977
140,zygo,0.015,,,,,all_maxima,ref,max_min,10,84,47,0.8620030886807074,1.0187369870023386,1.880740075683046
141,zygo,0.015,,,,,all_maxima,ref,max_min,5,78,47,0.9251946783395087,0.46555768075962534,1.390752359099134
142,zygo,0.015,,,,,all_maxima,fit,max,None,38,39,1.3771250882624246,1.562044072301744,2.9391691605641688
143,zygo,0.015,,,,,all_maxima,fit,max,20,34,39,1.1147308096905681,1.501690038310289,2.616420848000857
144,zygo,0.015,,,,,all_maxima,fit,max,10,27,39,0.9793794310619504,0.5397427098719878,1.5191221409339382
145,zygo,0.015,,,,,all_maxima,fit,max,5,25,39,0.9798281938710468,0.5191767716538553,1.499004965524902
146,zygo,0.015,,,,,all_maxima,fit,min,None,38,39,1.5909657362647904,2.1360210675593105,3.7269868038241007
147,zygo,0.015,,,,,all_maxima,fit,min,20,33,39,1.4121466623700787,2.0139877502267396,3.4261344125968183
148,zygo,0.015,,,,,all_maxima,fit,min,10,32,39,1.4366052743938833,2.0065986556221174,3.4432039300160007
149,zygo,0.015,,,,,all_maxima,fit,min,5,30,39,0.9548657823614058,0.2845216941935909,1.2393874765549968
150,zygo,0.015,,,,,all_maxima,fit,max_min,None,70,39,0.8359712233666398,1.237342062444489,2.0733132858111287
151,zygo,0.015,,,,,all_maxima,fit,max_min,20,67,39,0.8214379462671052,1.215585733773368,2.0370236800404733
152,zygo,0.015,,,,,all_maxima,fit,max_min,10,59,39,1.0247288756944368,1.1666414246118668,2.1913703003063034
153,zygo,0.015,,,,,all_maxima,fit,max_min,5,55,39,0.947329245467548,0.3973438411341166,1.3446730866016647
70,zygo,0.025,,,,,uniform,100,max,None,99,100,1.498838795442091,2.0345808694065273,3.5334196648486182
71,zygo,0.025,,,,,uniform,100,max,20,99,100,1.498838795442091,2.0345808694065273,3.5334196648486182
72,zygo,0.025,,,,,uniform,100,max,10,90,100,1.021252538071097,0.42586420453879753,1.4471167426098945
73,zygo,0.025,,,,,uniform,100,max,5,88,100,1.0232555733824327,0.38907028004515226,1.4123258534275849
74,zygo,0.025,,,,,uniform,100,min,None,99,100,1.1367734387715023,0.9194333384451808,2.056206777216683
75,zygo,0.025,,,,,uniform,100,min,20,99,100,1.1367734387715023,0.9194333384451808,2.056206777216683
76,zygo,0.025,,,,,uniform,100,min,10,93,100,1.088317167159734,0.7795504292295293,1.8678675963892633
77,zygo,0.025,,,,,uniform,100,min,5,87,100,0.9940748023872277,0.2292062143796079,1.2232810167668355
78,zygo,0.025,,,,,uniform,100,max_min,None,187,100,1.0339031578926985,0.8162462299511934,1.850149387843892
79,zygo,0.025,,,,,uniform,100,max_min,20,187,100,1.0339031578926985,0.8162462299511934,1.850149387843892
80,zygo,0.025,,,,,uniform,100,max_min,10,183,100,1.0373891425756034,0.7570961871836565,1.7944853297592598
81,zygo,0.025,,,,,uniform,100,max_min,5,175,100,1.0017269665931456,0.3123254928327517,1.3140524594258973
82,zygo,0.025,,,,,uniform,300,max,None,299,300,0.9944189533877965,0.552653031092923,1.5470719844807195
83,zygo,0.025,,,,,uniform,300,max,20,299,300,0.9944189533877965,0.552653031092923,1.5470719844807195
84,zygo,0.025,,,,,uniform,300,max,10,299,300,0.9944189533877965,0.552653031092923,1.5470719844807195
85,zygo,0.025,,,,,uniform,300,max,5,286,300,1.0003292617308057,0.19217675265324996,1.1925060143840556
86,zygo,0.025,,,,,uniform,300,min,None,299,300,1.008344073960926,0.4859584814110155,1.4943025553719416
87,zygo,0.025,,,,,uniform,300,min,20,299,300,1.008344073960926,0.4859584814110155,1.4943025553719416
88,zygo,0.025,,,,,uniform,300,min,10,299,300,1.008344073960926,0.4859584814110155,1.4943025553719416
89,zygo,0.025,,,,,uniform,300,min,5,281,300,1.008191006962983,0.4000500569079768,1.4082410638709597
90,zygo,0.025,,,,,uniform,300,max_min,None,565,300,1.0049931552578744,0.45142336181344983,1.4564165170713241
91,zygo,0.025,,,,,uniform,300,max_min,20,565,300,1.0049931552578744,0.45142336181344983,1.4564165170713241
92,zygo,0.025,,,,,uniform,300,max_min,10,565,300,1.0049931552578744,0.45142336181344983,1.4564165170713241
93,zygo,0.025,,,,,uniform,300,max_min,5,560,300,1.0050587467808116,0.44124079897309804,1.4462995457539096
94,zygo,0.025,,,,,uniform,500,max,None,499,500,0.9956295528777872,0.32157669086427526,1.3172062437420624
95,zygo,0.025,,,,,uniform,500,max,20,499,500,0.9956295528777872,0.32157669086427526,1.3172062437420624
96,zygo,0.025,,,,,uniform,500,max,10,499,500,0.9956295528777872,0.32157669086427526,1.3172062437420624
97,zygo,0.025,,,,,uniform,500,max,5,499,500,0.9956295528777872,0.32157669086427526,1.3172062437420624
98,zygo,0.025,,,,,uniform,500,min,None,499,500,1.0024120550764377,0.3133958665478928,1.3158079216243306
99,zygo,0.025,,,,,uniform,500,min,20,499,500,1.0024120550764377,0.3133958665478928,1.3158079216243306
100,zygo,0.025,,,,,uniform,500,min,10,499,500,1.0024120550764377,0.3133958665478928,1.3158079216243306
101,zygo,0.025,,,,,uniform,500,min,5,499,500,1.0024120550764377,0.3133958665478928,1.3158079216243306
102,zygo,0.025,,,,,uniform,500,max_min,None,948,500,0.9984183097149982,0.464656466197769,1.4630747759127671
103,zygo,0.025,,,,,uniform,500,max_min,20,948,500,0.9984183097149982,0.464656466197769,1.4630747759127671
104,zygo,0.025,,,,,uniform,500,max_min,10,948,500,0.9984183097149982,0.464656466197769,1.4630747759127671
105,zygo,0.025,,,,,uniform,500,max_min,5,948,500,0.9984183097149982,0.464656466197769,1.4630747759127671
106,zygo,0.025,,,,,all_minima,ref,max,None,26,27,2.3515440431516526,4.317236891254634,6.6687809344062865
107,zygo,0.025,,,,,all_minima,ref,max,20,21,27,1.091913785920568,0.712884606171744,1.804798392092312
108,zygo,0.025,,,,,all_minima,ref,max,10,21,27,1.091913785920568,0.712884606171744,1.804798392092312
109,zygo,0.025,,,,,all_minima,ref,max,5,20,27,1.087622324006801,0.6616291359848858,1.7492514599916869
110,zygo,0.025,,,,,all_minima,ref,min,None,26,27,1.275963392378775,1.7962243444054122,3.072187736784187
111,zygo,0.025,,,,,all_minima,ref,min,20,22,27,0.8486405289525202,1.2186452392413734,2.0672857681938934
112,zygo,0.025,,,,,all_minima,ref,min,10,21,27,0.8645562796090803,1.1763739695074023,2.0409302491164825
113,zygo,0.025,,,,,all_minima,ref,min,5,19,27,1.137652440419172,0.43347726180522916,1.571129702224401
114,zygo,0.025,,,,,all_minima,ref,max_min,None,47,27,0.7747457904008066,1.2186304144626239,1.9933762048634305
115,zygo,0.025,,,,,all_minima,ref,max_min,20,43,27,0.7418009355618668,1.066120464798719,1.807921400360586
116,zygo,0.025,,,,,all_minima,ref,max_min,10,42,27,0.7478971162239498,1.0388065362804586,1.7867036525044084
117,zygo,0.025,,,,,all_minima,ref,max_min,5,39,27,0.9835222846992931,0.29633464564987383,1.279856930349167
118,zygo,0.025,,,,,all_minima,fit,max,None,25,26,2.294004066675268,4.215246343491292,6.50925041016656
119,zygo,0.025,,,,,all_minima,fit,max,20,22,26,1.107835339233553,0.5903149365161721,1.6981502757497249
120,zygo,0.025,,,,,all_minima,fit,max,10,21,26,1.0236543016295683,0.3734366630072465,1.3970909646368148
121,zygo,0.025,,,,,all_minima,fit,max,5,20,26,1.0008422860305854,0.08697272653182472,1.0878150125624102
122,zygo,0.025,,,,,all_minima,fit,min,None,25,26,1.2295929032557211,1.5286453041684858,2.758238207424207
123,zygo,0.025,,,,,all_minima,fit,min,20,21,26,0.9057332091608387,1.2925027182364923,2.198235927397331
124,zygo,0.025,,,,,all_minima,fit,min,10,17,26,0.8213715461804311,1.0924388410716368,1.913810387252068
125,zygo,0.025,,,,,all_minima,fit,min,5,14,26,1.185699184792605,0.5595001190846715,1.7451993038772766
126,zygo,0.025,,,,,all_minima,fit,max_min,None,46,26,0.8756832956289032,1.3163633108239934,2.1920466064528967
127,zygo,0.025,,,,,all_minima,fit,max_min,20,43,26,0.8415434219133964,1.2279149317501947,2.069458353663591
128,zygo,0.025,,,,,all_minima,fit,max_min,10,38,26,0.7732273518139839,1.0628736845665434,1.8361010363805272
129,zygo,0.025,,,,,all_minima,fit,max_min,5,34,26,0.9890450861785425,0.16279064085746459,1.1518357270360071
130,zygo,0.025,,,,,all_maxima,ref,max,None,26,27,1.3173306573689785,1.0029257999538397,2.3202564573228184
131,zygo,0.025,,,,,all_maxima,ref,max,20,21,27,1.0075808665947683,0.43454055956687465,1.442121426161643
132,zygo,0.025,,,,,all_maxima,ref,max,10,21,27,1.0075808665947683,0.43454055956687465,1.442121426161643
133,zygo,0.025,,,,,all_maxima,ref,max,5,19,27,1.0039986328839436,0.2734881090210477,1.2774867419049913
134,zygo,0.025,,,,,all_maxima,ref,min,None,26,27,1.687710360249344,2.4413735943184776,4.129083954567822
135,zygo,0.025,,,,,all_maxima,ref,min,20,21,27,1.2622146390937574,1.9795140686758759,3.2417287077696333
136,zygo,0.025,,,,,all_maxima,ref,min,10,21,27,1.2622146390937574,1.9795140686758759,3.2417287077696333
137,zygo,0.025,,,,,all_maxima,ref,min,5,19,27,1.0215895802184645,0.27753091314735034,1.2991204933658147
138,zygo,0.025,,,,,all_maxima,ref,max_min,None,49,27,1.223141071394175,1.4890720525023646,2.7122131238965395
139,zygo,0.025,,,,,all_maxima,ref,max_min,20,42,27,0.8941067398251172,1.0691909761365082,1.9632977159616254
140,zygo,0.025,,,,,all_maxima,ref,max_min,10,42,27,0.8941067398251172,1.0691909761365082,1.9632977159616254
141,zygo,0.025,,,,,all_maxima,ref,max_min,5,38,27,0.9947782149813469,0.27731854086502883,1.2720967558463756
142,zygo,0.025,,,,,all_maxima,fit,max,None,25,26,1.1581704642931174,0.750955443090787,1.9091259073839044
143,zygo,0.025,,,,,all_maxima,fit,max,20,20,26,0.9916282705027584,0.2948463702326663,1.2864746407354246
144,zygo,0.025,,,,,all_maxima,fit,max,10,20,26,0.9916282705027584,0.2948463702326663,1.2864746407354246
145,zygo,0.025,,,,,all_maxima,fit,max,5,19,26,0.996219968262896,0.17843793933446225,1.1746579075973582
146,zygo,0.025,,,,,all_maxima,fit,min,None,25,26,1.3488437900331147,2.1057410892432236,3.4545848792763385
147,zygo,0.025,,,,,all_maxima,fit,min,20,21,26,1.3341261884808693,2.0605157335120827,3.3946419219929522
148,zygo,0.025,,,,,all_maxima,fit,min,10,21,26,1.3341261884808693,2.0605157335120827,3.3946419219929522
149,zygo,0.025,,,,,all_maxima,fit,min,5,18,26,1.0184364741875516,0.27163375122297984,1.2900702254105314
150,zygo,0.025,,,,,all_maxima,fit,max_min,None,46,26,0.9576290743985744,1.2121909621112117,2.169820036509786
151,zygo,0.025,,,,,all_maxima,fit,max_min,20,41,26,0.8902538378041741,1.0650075292623664,1.9552613670665404
152,zygo,0.025,,,,,all_maxima,fit,max_min,10,41,26,0.8902538378041741,1.0650075292623664,1.9552613670665404
153,zygo,0.025,,,,,all_maxima,fit,max_min,5,37,26,0.9930207563634899,0.1971722604446876,1.1901930168081774
70,zygo,0.035,,,,,uniform,100,max,None,99,100,1.355777243976036,1.989491638901731,3.3452688828777672
71,zygo,0.035,,,,,uniform,100,max,20,99,100,1.355777243976036,1.989491638901731,3.3452688828777672
72,zygo,0.035,,,,,uniform,100,max,10,91,100,1.0219252464064148,0.35011877995585144,1.3720440263622662
73,zygo,0.035,,,,,uniform,100,max,5,90,100,1.0215421496994168,0.3479008207986479,1.3694429704980648
74,zygo,0.035,,,,,uniform,100,min,None,99,100,1.068694561862448,0.7481097948052375,1.8168043566676855
75,zygo,0.035,,,,,uniform,100,min,20,99,100,1.068694561862448,0.7481097948052375,1.8168043566676855
76,zygo,0.035,,,,,uniform,100,min,10,93,100,1.05449871455047,0.6793141930163591,1.7338129075668292
77,zygo,0.035,,,,,uniform,100,min,5,89,100,1.0003586519292849,0.16840993772455878,1.1687685896538436
78,zygo,0.035,,,,,uniform,100,max_min,None,189,100,1.024755597479988,0.7943052344638439,1.819060831943832
79,zygo,0.035,,,,,uniform,100,max_min,20,189,100,1.024755597479988,0.7943052344638439,1.819060831943832
80,zygo,0.035,,,,,uniform,100,max_min,10,184,100,1.0256006836401732,0.6716588818480822,1.6972595654882554
81,zygo,0.035,,,,,uniform,100,max_min,5,179,100,1.003655531039148,0.28003308131613963,1.2836886123552875
82,zygo,0.035,,,,,uniform,300,max,None,299,300,1.005662490993335,0.6558895074078106,1.6615519984011455
83,zygo,0.035,,,,,uniform,300,max,20,299,300,1.005662490993335,0.6558895074078106,1.6615519984011455
84,zygo,0.035,,,,,uniform,300,max,10,299,300,1.005662490993335,0.6558895074078106,1.6615519984011455
85,zygo,0.035,,,,,uniform,300,max,5,282,300,0.999146636140257,0.15133055946307217,1.150477195603329
86,zygo,0.035,,,,,uniform,300,min,None,299,300,1.0082883642376432,0.508677696149419,1.5169660603870623
87,zygo,0.035,,,,,uniform,300,min,20,299,300,1.0082883642376432,0.508677696149419,1.5169660603870623
88,zygo,0.035,,,,,uniform,300,min,10,299,300,1.0082883642376432,0.508677696149419,1.5169660603870623
89,zygo,0.035,,,,,uniform,300,min,5,286,300,1.0031582734756295,0.3213261012091383,1.3244843746847677
90,zygo,0.035,,,,,uniform,300,max_min,None,568,300,1.001148994862203,0.38343485816127615,1.384583853023479
91,zygo,0.035,,,,,uniform,300,max_min,20,568,300,1.001148994862203,0.38343485816127615,1.384583853023479
92,zygo,0.035,,,,,uniform,300,max_min,10,568,300,1.001148994862203,0.38343485816127615,1.384583853023479
93,zygo,0.035,,,,,uniform,300,max_min,5,563,300,1.0018763017223056,0.3535591586498089,1.3554354603721146
94,zygo,0.035,,,,,uniform,500,max,None,499,500,0.9978627153988042,0.27488314672829084,1.272745862127095
95,zygo,0.035,,,,,uniform,500,max,20,499,500,0.9978627153988042,0.27488314672829084,1.272745862127095
96,zygo,0.035,,,,,uniform,500,max,10,499,500,0.9978627153988042,0.27488314672829084,1.272745862127095
97,zygo,0.035,,,,,uniform,500,max,5,499,500,0.9978627153988042,0.27488314672829084,1.272745862127095
98,zygo,0.035,,,,,uniform,500,min,None,499,500,1.0036401895206672,0.26238875977072035,1.2660289492913877
99,zygo,0.035,,,,,uniform,500,min,20,499,500,1.0036401895206672,0.26238875977072035,1.2660289492913877
100,zygo,0.035,,,,,uniform,500,min,10,499,500,1.0036401895206672,0.26238875977072035,1.2660289492913877
101,zygo,0.035,,,,,uniform,500,min,5,499,500,1.0036401895206672,0.26238875977072035,1.2660289492913877
102,zygo,0.035,,,,,uniform,500,max_min,None,953,500,0.9982640519581109,0.3656403370586169,1.3639043890167277
103,zygo,0.035,,,,,uniform,500,max_min,20,953,500,0.9982640519581109,0.3656403370586169,1.3639043890167277
104,zygo,0.035,,,,,uniform,500,max_min,10,953,500,0.9982640519581109,0.3656403370586169,1.3639043890167277
105,zygo,0.035,,,,,uniform,500,max_min,5,953,500,0.9982640519581109,0.3656403370586169,1.3639043890167277
106,zygo,0.035,,,,,all_minima,ref,max,None,19,20,1.9128553269177488,1.9741420026202037,3.8869973295379525
107,zygo,0.035,,,,,all_minima,ref,max,20,15,20,1.1023183536171457,1.7961213449314324,2.898439698548578
108,zygo,0.035,,,,,all_minima,ref,max,10,14,20,1.0010780663712693,1.5178770272548683,2.5189550936261376
109,zygo,0.035,,,,,all_minima,ref,max,5,14,20,1.0010780663712693,1.5178770272548683,2.5189550936261376
110,zygo,0.035,,,,,all_minima,ref,min,None,19,20,1.3510889313249776,1.432208626193157,2.783297557518135
111,zygo,0.035,,,,,all_minima,ref,min,20,16,20,0.8757031586772103,1.0229783772429242,1.8986815359201343
112,zygo,0.035,,,,,all_minima,ref,min,10,15,20,0.8654369192565298,1.009575700123065,1.8750126193795946
113,zygo,0.035,,,,,all_minima,ref,min,5,11,20,1.012075620421714,0.14972688718721233,1.1618025076089264
114,zygo,0.035,,,,,all_minima,ref,max_min,None,34,20,0.8688004667125098,1.2781570358507577,2.1469575025632675
115,zygo,0.035,,,,,all_minima,ref,max_min,20,31,20,0.8124595003587192,1.0260209572283094,1.8384804575870286
116,zygo,0.035,,,,,all_minima,ref,max_min,10,29,20,0.8341238458876797,1.0003834359779875,1.8345072818656671
117,zygo,0.035,,,,,all_minima,ref,max_min,5,25,20,0.8418899058956353,0.8207170750367708,1.6626069809324062
118,zygo,0.035,,,,,all_minima,fit,max,None,22,23,2.1275425601986893,3.5219037412610033,5.649446301459692
119,zygo,0.035,,,,,all_minima,fit,max,20,19,23,1.5114729527495934,2.6520601287097554,4.163533081459349
120,zygo,0.035,,,,,all_minima,fit,max,10,18,23,1.2315695413994692,2.2167424455567537,3.448311986956223
121,zygo,0.035,,,,,all_minima,fit,max,5,18,23,1.2315695413994692,2.2167424455567537,3.448311986956223
122,zygo,0.035,,,,,all_minima,fit,min,None,22,23,1.122955473237544,1.2815174648471557,2.4044729380847
123,zygo,0.035,,,,,all_minima,fit,min,20,20,23,0.9218801566715942,1.1405820507855264,2.062462207457121
124,zygo,0.035,,,,,all_minima,fit,min,10,17,23,0.8696613618244973,0.9999858644724567,1.8696472262969541
125,zygo,0.035,,,,,all_minima,fit,min,5,13,23,1.0326989809449585,0.23464603015891905,1.2673450111038775
126,zygo,0.035,,,,,all_minima,fit,max_min,None,40,23,0.8881498516469796,1.177034088926771,2.0651839405737507
127,zygo,0.035,,,,,all_minima,fit,max_min,20,39,23,0.888020141081004,1.167787315010058,2.055807456091062
128,zygo,0.035,,,,,all_minima,fit,max_min,10,35,23,0.8233353881287657,1.0174639524808642,1.84079934060963
129,zygo,0.035,,,,,all_minima,fit,max_min,5,31,23,0.8621604502811622,1.3580042986593994,2.2201647489405616
130,zygo,0.035,,,,,all_maxima,ref,max,None,19,20,1.0013148257492408,0.6851472749294255,1.6864621006786664
131,zygo,0.035,,,,,all_maxima,ref,max,20,19,20,1.0013148257492408,0.6851472749294255,1.6864621006786664
132,zygo,0.035,,,,,all_maxima,ref,max,10,17,20,0.9113628040606846,0.367578091217975,1.2789408952786596
133,zygo,0.035,,,,,all_maxima,ref,max,5,17,20,0.9113628040606846,0.367578091217975,1.2789408952786596
134,zygo,0.035,,,,,all_maxima,ref,min,None,19,20,1.3842525719481569,1.8794434453482132,3.26369601729637
135,zygo,0.035,,,,,all_maxima,ref,min,20,18,20,1.2700657639655741,1.76677494993533,3.0368407139009044
136,zygo,0.035,,,,,all_maxima,ref,min,10,18,20,1.2700657639655741,1.76677494993533,3.0368407139009044
137,zygo,0.035,,,,,all_maxima,ref,min,5,15,20,1.0036301479652225,0.1743762428330172,1.1780063907982397
138,zygo,0.035,,,,,all_maxima,ref,max_min,None,38,20,0.9826246245777099,1.2061909611981496,2.1888155857758598
139,zygo,0.035,,,,,all_maxima,ref,max_min,20,37,20,0.9631069597747204,1.1854156647839509,2.1485226245586713
140,zygo,0.035,,,,,all_maxima,ref,max_min,10,35,20,0.9542102288460833,1.116399803844064,2.0706100326901473
141,zygo,0.035,,,,,all_maxima,ref,max_min,5,32,20,0.9732180078866675,0.26014300174102795,1.2333610096276955
142,zygo,0.035,,,,,all_maxima,fit,max,None,22,23,1.1416113749944312,0.948946327833613,2.090557702828044
143,zygo,0.035,,,,,all_maxima,fit,max,20,20,23,0.9970736811702287,0.6553207162932413,1.6523943974634698
144,zygo,0.035,,,,,all_maxima,fit,max,10,18,23,0.9133375212733456,0.3671911032021753,1.280528624475521
145,zygo,0.035,,,,,all_maxima,fit,max,5,18,23,0.9133375212733456,0.3671911032021753,1.280528624475521
146,zygo,0.035,,,,,all_maxima,fit,min,None,22,23,1.1458454115763288,1.656449577921557,2.8022949894978857
147,zygo,0.035,,,,,all_maxima,fit,min,20,21,23,1.1255319637461298,1.62663433717316,2.75216630091929
148,zygo,0.035,,,,,all_maxima,fit,min,10,21,23,1.1255319637461298,1.62663433717316,2.75216630091929
149,zygo,0.035,,,,,all_maxima,fit,min,5,17,23,1.0074128041424069,0.19098442792610706,1.198397232068514
150,zygo,0.035,,,,,all_maxima,fit,max_min,None,43,23,0.9849515165744038,1.2306627517435438,2.215614268317948
